"ｺｰﾄﾞ","勘定科目名"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"
"4111","売上高","4,457,787","3,924,140","4,163,466","4,114,339","4,081,254","4,023,326","3,959,172","6,654,150","5,534,129","4,134,996","6,626,619","5,290,541"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","16,618","12,555","26,586","17,714","15,828","19,107","9,785","18,414","15,590","16,793","22,936","16,639"
,"純売上高","4,441,169","3,911,585","4,136,880","4,096,625","4,065,426","4,004,219","3,949,387","6,635,736","5,518,539","4,118,203","6,603,683","5,273,902"
"5111","期首棚卸高","429,819","458,192","506,912","423,801","425,616","366,206","413,519","388,492","593,896","458,653","380,396","490,603"
"5211","商品仕入高","447,368","474,504","380,014","452,971","425,010","560,388","449,655","883,322","501,398","498,049","883,867","739,797"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","458,192","506,912","423,801","425,616","366,206","413,519","388,492","593,896","458,653","380,396","490,603","632,850"
,"当期売上原価","418,995","425,784","463,125","451,156","484,420","513,075","474,682","677,918","636,641","576,306","773,660","597,550"
,"売上総利益","4,022,174","3,485,801","3,673,755","3,645,469","3,581,006","3,491,144","3,474,705","5,957,818","4,881,898","3,541,897","5,830,023","4,676,352"
"6111","給与手当","571,500","317,000","532,000","498,000","282,000","287,000","282,000","288,586","292,000","293,935","345,480","80,000"
"6311","雑給","143,151","442,968","394,779","364,968","447,552","515,466","519,823","653,543","511,456","384,993","734,827","908,632"
"6112","旅費交通費","3,800","4,255","4,182","3,500","4,305","9,900","9,432","11,321","5,918","4,607","7,030","16,275"
"6113","広告宣伝費","17,675","17,514","30,491","20,990","21,512","118,825","17,839","30,548","27,348","28,594","47,291","17,602"
"6114","販売促進費","28,515","21,479","63,622","60,818","22,178","20,886","28,961","22,153","21,853","16,524","17,503","25,130"
"6115","荷造発送費","0","0","0","845","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","411,680","373,184","306,771","364,047","325,708","384,844","394,095","434,779","399,879","390,156","384,284","475,083"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","110,000","15,000","15,000","15,000","15,000","10,000","10,000","-26,000","10,000","10,000","10,000","10,000"
"6312","法定福利費","133,837","135,179","126,765","126,765","128,168","92,540","81,320","81,320","86,930","86,930","86,930","97,711"
"6226","厚生費","3,947","9,395","3,665","2,250","24,533","53,970","91","44,543","20,633","134,651","21,065","34,558"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","109,153","109,153","109,153","109,153","66,905","69,289","69,289","69,289","69,289","69,289","69,289","69,289"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","677,000","677,000","677,000","677,000","677,000","677,000","677,000","677,000","677,000","677,000","677,000","677,000"
"6216","修繕／車両関係費","96,715","0","0","2,166,050","0","139,800","0","0","0","115,964","0","139,175"
"6217","事務用消耗品費","10,562","15,992","12,377","24,298","8,447","9,038","9,835","6,907","23,945","6,215","0","23,485"
"6218","通信交通費","56,022","34,013","3,124","57,188","25,729","34,426","25,791","3,124","57,335","34,279","25,718","3,124"
"6219","水道光熱費","344,407","370,739","425,477","559,326","614,389","529,487","438,478","430,741","598,409","586,965","486,660","450,447"
"6221","租税公課","0","0","0","0","0","0","0","0","1,000","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000"
"6225","備品消耗品費","43,790","99,900","137,792","93,929","20,573","53,146","61,538","92,101","128,182","25,418","155,669","435,393"
"6227","管理諸費","49,527","48,127","51,827","48,428","49,829","48,428","49,829","36,427","51,827","36,427","65,429","64,429"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","3,000","0","10,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","2,871,281","2,750,898","2,954,025","5,252,555","2,793,828","3,114,045","2,735,321","2,916,382","3,043,004","2,964,947","3,194,175","3,597,333"
,"営業利益（損失）","1,150,893","734,903","719,730","-1,607,086","787,178","377,099","739,384","3,041,436","1,838,894","576,950","2,635,848","1,079,019"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","104,400","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","104,400","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","-421"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","18,920","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","18,920","0","0","0","0","0","0","0","0","0","-421"
