"ｺｰﾄﾞ","勘定科目名","30年 11月","30年 12月","31年  1月","31年  2月","31年  3月","31年  4月"," 1年  5月"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"
"4111","売上高","90,559,025","92,076,543","76,067,493","63,929,523","139,519,911","96,436,692","8,372,712","178,403,078","86,979,667","52,881,748","134,037,175","148,293,871"
"4112","賃貸料収入","250,000","250,000","250,000","250,000","250,000","250,000","250,000","250,000","250,000","250,000","254,630","250,000"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","101,565,199","106,164,413","113,144,877","96,663,553","159,499,086","106,547,866","110,355,585","103,668,135","95,416,349","109,263,909","84,906,032","72,470,719"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","192,374,224","198,490,956","189,462,370","160,843,076","299,268,997","203,234,558","118,978,297","282,321,213","182,646,016","162,395,657","219,197,837","221,014,590"
"5111","期首たな卸高","15,593,236","14,895,908","15,147,388","13,134,081","13,511,528","16,324,119","15,998,958","16,562,462","15,169,426","14,396,333","14,358,408","15,612,200"
"5211","商品仕入高","84,327,589","84,339,753","68,718,429","56,036,412","131,391,955","89,389,853","20,066","170,945,306","79,739,745","44,120,939","92,839,824","93,896,124"
"5212","通信商品仕入高","84,568,432","96,333,175","93,250,487","77,405,173","131,032,918","89,893,390","93,375,083","83,845,730","79,811,036","91,739,398","100,628,994","99,874,918"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","14,895,908","15,147,388","13,134,081","13,511,528","16,324,119","15,998,958","16,562,462","15,169,426","14,396,333","14,358,408","15,612,200","16,354,757"
,"当期売上原価","169,593,349","180,421,448","163,982,223","133,064,138","259,612,282","179,608,404","92,831,645","256,184,072","160,323,874","135,898,262","192,215,026","193,028,485"
,"売上総利益","22,780,875","18,069,508","25,480,147","27,778,938","39,656,715","23,626,154","26,146,652","26,137,141","22,322,142","26,497,395","26,982,811","27,986,105"
