"ｺｰﾄﾞ","勘定科目名"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"
"4111","売上高","389,410,460","401,329,810","425,383,675","422,495,154","514,866,688","536,834,142","335,537,318","379,609,964","202,025,452","202,767,157","285,139,184","312,388,248"
"4112","賃貸料収入","10,197,480","7,597,171","4,700,979","3,507,906","2,964,542","4,060,069","3,505,940","3,463,263","3,397,431","3,819,795","3,194,126","3,205,778"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","109,263,909","84,906,032","72,470,719","114,971,182","113,781,392","74,355,264","99,822,367","120,048,759","0","0","0","0"
"4115","売上値引戻り高    (△)","2,320,098","1,972,127","1,649,223","1,917,161","2,606,533","2,354,878","1,860,088","1,747,312","206,779","339,412","935,276","969,173"
,"純売上高","506,551,751","491,860,886","500,906,150","539,057,081","629,006,089","612,894,597","437,005,537","501,374,674","205,216,104","206,247,540","287,398,034","314,624,853"
"5111","期首たな卸高","83,562,708","81,697,079","76,630,490","90,312,861","86,646,689","105,781,407","79,809,644","77,573,181","74,349,618","67,778,921","64,146,848","63,828,030"
"5211","商品仕入高","149,696,460","177,353,506","200,403,748","197,089,022","248,785,730","222,414,947","129,688,640","190,740,484","74,175,397","63,191,614","65,453,943","77,897,636"
"5212","通信商品仕入高","91,739,398","100,628,994","99,874,918","97,844,602","98,211,466","96,094,691","83,413,788","101,044,427","47,419,460","50,820,474","68,762,638","67,602,201"
"5215","ｺﾐｯｼｮﾝ清掃代","1,390,689","1,211,555","1,412,778","1,265,222","35,301","38,670","29,708","33,222","0","86,259","30,350","13,040"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","81,697,079","76,630,490","90,312,861","86,646,689","105,781,407","79,809,644","77,573,181","74,349,618","67,778,921","64,146,848","63,828,030","64,198,627"
,"当期売上原価","244,692,176","284,260,644","288,009,073","299,865,018","327,897,779","344,520,071","215,368,599","295,041,696","128,165,554","117,730,420","134,565,749","145,142,280"
,"売上総利益","261,859,575","207,600,242","212,897,077","239,192,063","301,108,310","268,374,526","221,636,938","206,332,978","77,050,550","88,517,120","152,832,285","169,482,573"
"6111","給与手当","44,814,153","42,970,170","45,243,201","46,314,309","46,115,317","42,798,916","42,409,841","40,414,963","39,246,770","36,403,638","40,233,195","40,175,036"
"6311","雑給","41,837,174","41,410,456","42,580,275","47,518,922","55,497,713","49,643,752","45,737,548","41,940,394","28,663,765","27,460,899","32,499,498","35,324,006"
"6112","旅費交通費","2,763,880","4,203,108","3,009,494","4,296,274","3,374,871","1,879,686","3,295,449","2,896,869","1,990,477","1,145,049","2,412,752","2,386,006"
"6113","広告宣伝費","19,286,413","17,791,965","20,442,401","18,593,737","21,516,615","17,451,435","16,379,992","18,876,836","6,441,147","5,408,598","11,100,476","10,687,183"
"6114","販売促進費","4,266,319","2,292,553","3,571,839","2,936,428","3,332,676","3,455,007","2,986,021","3,671,241","1,312,573","691,060","1,607,085","1,726,402"
"6115","荷造発送費","299,602","266,058","336,408","227,459","389,811","313,333","407,189","307,517","202,096","205,628","280,770","310,858"
"6116","外注費","5,638,086","4,949,594","5,239,055","5,841,370","7,169,002","3,151,479","4,137,525","4,568,260","1,640,962","1,120,773","4,670,306","5,142,156"
"6117","支払手数料","11,015,684","11,229,668","15,265,800","12,844,067","14,090,162","16,422,251","11,401,305","12,941,979","6,656,230","5,816,712","8,133,114","10,278,109"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","9,030,000","10,930,000","8,330,000","8,330,000","8,330,000","8,330,000","8,330,000","8,330,000","3,015,001","1,664,001","1,664,001","1,664,001"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","2,929,882","2,929,882","-284,453","2,929,882","3,477,004","3,042,882","2,929,882","2,929,882","-5,786,961","0","0","0"
"6312","法定福利費","7,749,778","13,843,528","7,746,117","7,785,301","9,905,026","8,483,266","7,643,537","9,910,513","8,676,049","7,849,121","8,078,224","10,464,723"
"6226","厚生費","7,274,846","5,038,799","2,783,793","8,304,569","2,689,027","3,318,279","18,110,619","6,452,023","4,752,851","727,583","2,634,933","1,547,502"
"6119","退職金","0","0","0","0","0","0","0","300,000","0","0","0","0"
"6214","減価償却費","13,831,589","22,943,952","14,929,732","14,929,732","14,929,732","14,929,732","14,929,732","14,929,732","14,929,732","14,929,732","14,929,732","14,929,732"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","25,532,876","27,302,554","31,560,686","29,043,454","28,542,970","28,223,426","27,734,250","27,610,181","19,781,523","15,244,027","26,792,285","25,496,693"
"6216","修繕／車両関係費","2,788,771","8,079,413","948,517","2,319,103","3,165,962","2,102,582","2,703,957","10,473,979","606,902","422,914","2,049,427","1,021,308"
"6217","事務用消耗品費","274,456","242,618","169,595","241,209","119,303","70,754","190,595","163,996","137,446","39,827","115,463","71,950"
"6218","通信交通費","360,018","3,137,651","857,190","410,402","780,418","1,361,650","295,239","1,320,464","839,623","316,713","1,134,859","723,229"
"6219","水道光熱費","13,408,181","15,955,234","14,493,460","13,196,136","12,195,005","13,372,841","12,597,298","11,838,916","10,648,456","7,536,522","6,716,054","9,284,943"
"6221","租税公課","921,940","11,676,308","112,100","153,317","106,091","701,061","201,736","194,725","3,884,200","1,310,263","1,259,300","4,285,391"
"6222","寄付金","58,000","83,000","98,000","48,000","39,000","29,000","10,000","20,000","0","23,000","30,000","5,000"
"6223","接待交際費","1,042,237","1,517,028","587,293","917,495","1,421,174","569,011","1,088,004","633,197","290,486","144,500","400,081","427,709"
"6224","保険料","845,602","2,083,974","1,062,182","1,040,582","939,057","970,647","1,080,887","994,747","780,567","793,567","780,567","788,987"
"6225","備品消耗品費","9,287,027","36,786,215","11,540,870","13,881,830","15,652,375","8,866,293","8,084,109","9,674,318","-7,385,589","4,938,557","7,978,865","7,583,968"
"6227","管理諸費","5,283,781","8,474,749","6,123,154","8,662,403","5,565,226","7,144,348","6,406,383","6,727,146","7,854,381","2,294,967","2,189,280","4,088,279"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","108,500","353,000","296,800","385,200","200,300","217,300","334,633","148,300","440,600","176,800","283,960","276,800"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","480,005","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","441,850","8,037","0","0","0","8,200","0","0","2,000","0","25,118","182"
,"販売費及び一般管理費計","231,090,645","296,979,519","237,043,509","251,151,181","259,543,837","236,857,131","239,425,731","238,270,178","149,621,287","136,664,451","177,999,345","188,690,153"
,"営業利益（損失）","30,768,930","-89,379,277","-24,146,432","-11,959,118","41,564,473","31,517,395","-17,788,793","-31,937,200","-72,570,737","-48,147,331","-25,167,060","-19,207,580"
"7111","受取利息","76,130","794,408","10","405,002","6","5","405,860","313","22","75,008","1,017,123","16"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","81","0","3,000,000","0","0","0","0","36,000,000","0","1,938","0"
"7118","雑収入","5,697,145","6,506,650","1,419,940","1,260,791","2,465,157","735,469","3,969,501","2,025,806","3,583,660","5,811,352","6,442,307","740,446"
,"営業外収益計","5,773,275","7,301,139","1,419,950","4,665,793","2,465,163","735,474","4,375,361","2,026,119","39,583,682","5,886,360","7,461,368","740,462"
"7511","支払利息","356,840","295,737","270,100","292,476","322,062","302,216","404,005","337,969","250,487","507,801","558,266","244,247"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","10,348","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","4,198","37,899","-933","3,366","940","1,905","-3,465","32,177","-591","-98","-3,456","1,301"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","5,598,189","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","1,630,380","0","0","0","0","0","0","169,260","0","1,200,000","0","97,799"
,"営業外費用計","1,991,418","5,942,173","269,167","295,842","323,002","304,121","400,540","539,406","249,896","1,707,703","554,810","343,347"
