"ｺｰﾄﾞ","勘定科目名"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"
"4111","売上高","3,636,672","3,168,657","10,342,057","4,898,485","928,367","6,773,357","6,337,015","4,851,429","6,172,015","5,969,302","3,832,194","3,567,917"
"4112","賃貸料収入","2,714,542","3,810,069","3,255,940","3,213,263","3,147,431","3,569,795","2,944,126","2,955,778","2,166,070","7,911,629","2,861,270","2,604,206"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","222,779,500","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","6,351,214","6,978,726","13,597,997","8,111,748","4,075,798","10,343,152","9,281,141","7,807,207","8,338,085","236,660,431","6,693,464","6,172,123"
"5111","期首たな卸高","0","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","0","-229,265","26,896","14,400","50,448","0","0","0","24,552","5,619","-10,552","0"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","35,301","38,670","29,708","33,222","0","86,259","30,350","13,040","36,790","29,503","34,951","64,236"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","104,410,770","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","35,301","-190,595","56,604","47,622","50,448","86,259","30,350","13,040","61,342","104,445,892","24,399","64,236"
,"売上総利益","6,315,913","7,169,321","13,541,393","8,064,126","4,025,350","10,256,893","9,250,791","7,794,167","8,276,743","132,214,539","6,669,065","6,107,887"
"6111","給与手当","4,177,264","2,241,000","2,211,000","2,788,098","4,131,676","3,845,783","2,932,703","2,725,165","2,758,025","4,283,326","3,055,028","2,704,500"
"6311","雑給","-50,000","1,427,020","1,261,051","827,823","435,942","356,987","523,806","712,472","464,046","-86,983,575","536,066","589,647"
"6112","旅費交通費","855,353","-373,516","1,228,091","893,606","573,509","170,160","461,118","361,659","426,088","847,955","643,814","444,647"
"6113","広告宣伝費","2,526,645","1,105,484","1,157,078","2,174,279","513,319","404,032","716,082","534,808","572,822","1,012,935","1,047,654","449,422"
"6114","販売促進費","255,780","450,765","286,992","276,339","582,089","102,575","216,062","482,867","269,799","360,374","573,079","69,750"
"6115","荷造発送費","22,090","840","1,810","1,900","840","840","8,940","16,680","0","3,840","2,675","1,380"
"6116","外注費","500,000","0","1,000,000","500,000","500,000","230,000","500,000","524,945","500,000","500,000","500,000","500,000"
"6117","支払手数料","838,560","3,742,561","153,647","1,013,481","284,934","635,653","313,976","419,298","494,282","704,470","546,720","3,299,627"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","8,330,000","8,330,000","8,330,000","8,330,000","3,015,001","1,664,001","1,664,001","1,664,001","1,664,001","-225,999","1,664,001","1,675,001"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","-1,033,500","385,000","385,000","385,000","0","0","0","0","0","0","0","0"
"6312","法定福利費","785,584","594,046","230,992","2,429,188","1,173,009","428,662","1,255,035","3,715,139","-2,819,661","4,748,431","-343,470","-909,584"
"6226","厚生費","-665,579","83,344","15,832,588","4,527,884","4,526,866","406,246","2,108,133","-39,399","539,927","4,231,580","1,994,624","3,113,244"
"6119","退職金","0","0","0","300,000","0","0","0","0","0","0","0","0"
"6214","減価償却費","5,860,641","5,860,641","5,860,641","5,860,641","5,860,641","5,860,641","5,860,641","5,860,641","5,860,641","595,866","4,759,787","4,759,787"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","-50,909","-72,727","-61,818","58,182","-61,818","-61,818","-61,818","-61,818","-61,818","-61,818","-61,818","-137,576"
"6216","修繕／車両関係費","-1,560,519","-1,546,536","-647,339","3,241,760","19,895","284,914","110,232","645,418","691,191","810,587","-48,755","2,523,693"
"6217","事務用消耗品費","0","0","30,778","52,956","0","0","24,145","0","0","0","0","0"
"6218","通信交通費","237,704","403,811","58,506","425,989","292,267","40,320","334,694","181,033","200,221","188,505","62,782","343,169"
"6219","水道光熱費","936,988","195,517","333,164","191,128","278,507","185,496","230,351","190,905","394,570","-3,048,581","288,368","152,713"
"6221","租税公課","10,000","628,972","155,536","160,125","3,863,200","1,305,863","1,249,700","4,267,500","107,843","10,269,087","10,200","60,478"
"6222","寄付金","9,000","0","10,000","0","0","9,000","0","5,000","0","13,000","0","0"
"6223","接待交際費","1,419,174","563,334","1,060,270","632,288","290,486","134,500","400,081","426,709","430,846","606,851","839,512","530,392"
