"ｺｰﾄﾞ","勘定科目名"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年 10月"," 5年 10月"," 5年 11月"," 5年 12月"
"4111","売上高","0","0","0","0","0","0","0","0","0","18,320,314","17,079,143","27,028,409"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","0","0","0","0","0","0","0","0","0","18,320,314","17,079,143","27,028,409"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","2,196,810","1,911,228","1,781,127"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","0","1,911,228","1,781,127","4,237,131"
"5211","商品仕入高","0","0","0","0","0","0","0","0","0","8,154,588","8,251,328","14,793,928"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","0","0","0","0","0","0","0","0","8,440,170","8,381,429","12,337,924"
,"売上総利益","0","0","0","0","0","0","0","0","0","9,880,144","8,697,714","14,690,485"
"6111","給与手当","0","0","0","0","0","0","0","0","0","1,351,485","997,697","914,900"
"6311","雑給","0","0","0","0","0","0","0","0","0","3,153,493","3,249,912","4,413,894"
"6112","旅費交通費","0","0","0","0","0","0","0","0","0","56,863","56,351","55,617"
"6113","広告宣伝費","0","0","0","0","0","0","0","0","0","984,149","813,619","1,332,636"
"6114","販売促進費","0","0","0","0","0","0","0","0","0","73,580","69,124","109,134"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","737","736","831"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","0","0","0","0","0","0","0","0","0","683,833","663,809","785,442"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","0","0","0","0","66,333","66,333","-95,655"
"6312","法定福利費","0","0","0","0","0","0","0","0","0","429,944","415,919","442,004"
"6226","厚生費","0","0","0","0","0","0","0","0","0","127,957","23,917","65,022"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","0","0","0","0","0","0","0","0","0","59,392","59,392","59,392"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","0","0","0","0","0","0","0","0","0","2,207,727","2,207,727","2,207,727"
"6216","修繕／車両関係費","0","0","0","0","0","0","0","0","0","352,600","111,700","202,683"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","5,789","0","6,243"
"6218","通信交通費","0","0","0","0","0","0","0","0","0","14,261","16,251","13,238"
"6219","水道光熱費","0","0","0","0","0","0","0","0","0","924,163","552,790","751,592"
