"ｺｰﾄﾞ","勘定科目名"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"
"4111","授業料等収入","1,453,887","767,063","1,769,450","5,973,684","732,864","413,400","830,227","508,955","360,773","296,173","29,923,833","23,205,991"
"4112","寮費等収入","240,000","240,000","100,000","1,000,000","630,000","0","60,000","70,000","50,000","90,000","6,800,000","-4,296,100"
"4113","職業紹介売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","特定技能売上高","0","50,000","50,000","50,000","50,000","50,000","100,000","146,364","100,000","100,909","146,364","100,909"
"4116","児発放デイ売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","1,693,887","1,057,063","1,919,450","7,023,684","1,412,864","463,400","990,227","725,319","510,773","487,082","36,870,197","19,010,800"
"5111","期首棚卸高","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600"
"5211","商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5212","教材費等","52,000","10,880","18,000","50,220","112,205","4,000","12,045","32,700","4,205","56,817","1,809,300","761,150"
"5215","紹介手数料","0","0","0","0","0","0","0","0","0","90,000","120,000","2,548,680"
"5216","他売上原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600"
,"当期売上原価","52,000","10,880","18,000","50,220","112,205","4,000","12,045","32,700","4,205","146,817","1,929,300","3,309,830"
,"売上総利益","1,641,887","1,046,183","1,901,450","6,973,464","1,300,659","459,400","978,182","692,619","506,568","340,265","34,940,897","15,700,970"
