"ｺｰﾄﾞ","勘定科目名"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"
"4111","売上高","3,565,799","4,196,942","1,686,434","0","4,122,000","4,083,805","6,053,811","4,747,640","1,635,849","3,249,317","4,057,117","4,937,637"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","256,532","262,454","114,987","0","279,200","242,996","365,559","283,852","92,815","37,155","59,571","44,689"
,"純売上高","3,309,267","3,934,488","1,571,447","0","3,842,800","3,840,809","5,688,252","4,463,788","1,543,034","3,212,162","3,997,546","4,892,948"
"5111","期首棚卸高","670,275","668,194","666,668","676,724","675,166","639,239","663,255","1,055,506","822,248","753,981","788,004","818,002"
"5211","商品仕入高","541,479","701,869","343,864","0","650,766","648,854","1,319,519","410,163","268,424","607,867","760,389","677,904"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","668,194","666,668","676,724","675,166","639,239","663,255","1,055,506","822,248","753,981","788,004","818,002","812,413"
,"当期売上原価","543,560","703,395","333,808","1,558","686,693","624,838","927,268","643,421","336,691","573,844","730,391","683,493"
,"売上総利益","2,765,707","3,231,093","1,237,639","-1,558","3,156,107","3,215,971","4,760,984","3,820,367","1,206,343","2,638,318","3,267,155","4,209,455"
"6111","給与手当","565,100","572,352","658,892","548,180","649,600","617,600","743,600","657,623","634,290","639,088","527,920","656,600"
"6311","雑給","361,207","388,377","355,763","273,432","448,951","470,722","634,638","639,402","569,974","527,826","636,757","674,140"
"6112","旅費交通費","48,518","39,944","31,693","17,408","41,609","45,242","43,519","39,766","32,085","42,442","46,879","42,713"
"6113","広告宣伝費","89,862","80,589","156,007","29,000","98,349","113,588","71,476","122,219","56,850","82,107","57,895","48,845"
"6114","販売促進費","69,471","38,721","52,843","18,967","45,518","80,812","98,075","61,099","46,465","36,494","47,035","34,176"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","411,535","456,338","410,674","292,241","108,337","430,582","427,054","456,378","476,197","386,232","411,073","427,457"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","40,000","0","0","0","0","0","100,000","0","0","0","0","131,775"
"6312","法定福利費","94,000","98,000","101,506","98,683","101,506","101,506","116,266","105,466","101,506","102,389","102,349","83,674"
"6226","厚生費","33,515","2,180","2,250","6,800","0","10,500","5,432","28,478","7,250","7,682","37,133","7,333"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","964,132","964,132","964,132","964,231","929,609","929,609","929,609","929,609","929,609","929,609","929,609","929,609"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","751,898","751,899","751,899","751,899","751,898","751,898","751,898","751,899","751,898","751,898","729,140","751,898"
"6216","修繕／車両関係費","13,600","75,000","0","0","0","0","478,240","0","229,427","0","36,080","50,208"
"6217","事務用消耗品費","0","0","5,291","0","0","0","0","1,257","0","0","0","0"
"6218","通信交通費","24,080","11,941","31,376","19,170","16,652","27,007","17,468","26,264","24,323","19,047","16,651","26,267"
"6219","水道光熱費","335,119","351,135","423,377","354,635","261,545","298,378","260,802","358,243","313,047","294,218","288,665","348,048"
"6221","租税公課","0","0","8,745","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","2,000","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","32,912","32,912","32,912","57,912","32,912","32,912","32,912","32,912","32,912","32,912","32,912","32,912"
"6225","備品消耗品費","60,273","63,362","63,672","1,260","59,396","107,372","404,363","65,549","24,780","192,909","81,541","151,927"
"6227","管理諸費","92,183","82,733","73,383","45,600","76,300","109,001","82,133","107,433","65,133","83,283","71,133","94,568"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","4,500"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","3,987,405","4,009,615","4,124,415","3,479,418","3,622,182","4,126,729","5,199,485","4,383,597","4,295,746","4,128,136","4,052,772","4,496,650"
,"営業利益（損失）","-1,221,698","-778,522","-2,886,776","-3,480,976","-466,075","-910,758","-438,501","-563,230","-3,089,403","-1,489,818","-785,617","-287,195"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","109,923","0","0","0","0","0","56,000","553,190","0","0","0","0"
,"営業外収益計","109,923","0","0","0","0","0","56,000","553,190","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","-1,111,775","-778,522","-2,886,776","-3,480,976","-466,075","-910,758","-382,501","-10,040","-3,089,403","-1,489,818","-785,617","-287,195"
