"ｺｰﾄﾞ","勘定科目名"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"
"4111","売上高","2,908,454","4,321,098","3,574,863","3,833,832","3,867,472","4,812,681","2,702,720","1,363,356","4,447,248","4,678,254","5,792,941","3,973,406"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","2,908,454","4,321,098","3,574,863","3,833,832","3,867,472","4,812,681","2,702,720","1,363,356","4,447,248","4,678,254","5,792,941","3,973,406"
"5111","期首棚卸高","366,548","337,983","385,705","431,076","288,114","400,121","400,121","415,085","383,086","310,180","466,064","419,429"
"5211","商品仕入高","963,732","1,611,293","1,675,040","974,575","1,418,906","1,819,760","986,088","522,263","1,409,717","1,542,910","1,889,680","1,188,997"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","337,983","385,705","431,076","288,114","400,121","400,121","415,085","523,650","310,180","466,064","419,429","440,562"
,"当期売上原価","992,297","1,563,571","1,629,669","1,117,537","1,306,899","1,819,760","971,124","413,698","1,482,623","1,387,026","1,936,315","1,167,864"
,"売上総利益","1,916,157","2,757,527","1,945,194","2,716,295","2,560,573","2,992,921","1,731,596","949,658","2,964,625","3,291,228","3,856,626","2,805,542"
"6111","給与手当","818,000","818,000","473,500","490,500","500,500","500,500","460,950","470,558","502,500","504,500","734,500","744,500"
"6311","雑給","296,128","528,016","832,201","623,273","518,929","694,620","775,215","692,984","882,297","870,019","634,719","566,566"
"6112","旅費交通費","7,303","17,091","49,375","33,967","47,407","81,966","52,950","68,171","101,753","56,086","65,882","87,366"
"6113","広告宣伝費","49,018","143,838","96,636","85,032","231,264","44,527","82,209","110,647","106,082","65,427","283,981","103,913"
"6114","販売促進費","41,226","58,632","61,996","71,973","77,052","100,021","62,275","59,186","96,808","55,823","101,467","30,000"
"6115","荷造発送費","1,173","1,173","0","0","1,709","0","3,355","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","190,086","242,214","224,695","214,342","237,467","252,868","211,548","137,614","210,435","273,444","375,784","302,593"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","30,000","0","0","0","0","0","0","0"
"6312","法定福利費","130,317","130,278","82,644","82,644","58,827","118,248","118,248","116,854","88,248","88,248","95,403","121,872"
"6226","厚生費","5,700","9,500","5,927","30,000","13,200","55,000","12,600","12,600","10,800","15,500","5,000","39,278"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","140,165","140,165","140,165","140,165","140,165","140,165","140,165","227,188","135,687","135,687","135,687","135,687"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","400,000","400,000","400,000","400,000","400,000","400,000","400,000","0","400,000","400,000","400,000","400,000"
"6216","修繕／車両関係費","0","0","0","105,600","4,491","109,120","0","370,000","75,000","0","0","0"
"6217","事務用消耗品費","0","365","480","2,622","600","0","1,127","0","0","1,869","502","0"
"6218","通信交通費","0","4,630","6,698","5,238","0","8,169","5,062","10,669","4,864","5,356","4,615","4,925"
"6219","水道光熱費","304,885","357,590","334,080","363,680","388,575","506,505","355,915","231,265","413,135","372,245","424,675","414,790"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","200"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","15,000","15,000","15,000","15,000","15,000","15,000","15,000","30,000","15,000","15,000","15,000","15,000"
"6225","備品消耗品費","72,302","87,008","141,679","83,350","110,666","72,083","60,266","55,075","178,899","125,986","132,922","80,376"
"6227","管理諸費","20,740","9,000","20,740","98,003","20,740","20,740","20,740","60,740","206,740","20,740","20,740","20,740"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","0","0","10,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","2,502,043","2,972,500","2,895,816","2,855,389","2,806,592","3,129,532","2,787,625","2,663,551","3,438,248","3,005,930","3,430,877","3,077,806"
,"営業利益（損失）","-585,886","-214,973","-950,622","-139,094","-246,019","-136,611","-1,056,029","-1,713,893","-473,623","285,298","425,749","-272,264"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","5,000","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","5,000","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","6,311","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","100,000","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","6,311","0","100,000","0","0","0","0"
,"経常利益（損失）","-585,886","-214,973","-945,622","-139,094","-246,019","-142,922","-1,056,029","-1,813,893","-473,623","285,298","425,749","-272,264"
