"ｺｰﾄﾞ","勘定科目名"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"
"4111","売上高","7,850,983","8,151,331","7,656,668","7,867,871","6,540,013","7,101,775","5,084,491","5,047,201","7,154,103","5,535,407","6,136,121","5,601,743"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","603,495","671,564","675,329","703,801","537,299","557,341","19,375","392,057","506,471","442,302","480,678","416,735"
,"純売上高","7,247,488","7,479,767","6,981,339","7,164,070","6,002,714","6,544,434","5,065,116","4,655,144","6,647,632","5,093,105","5,655,443","5,185,008"
"5111","期首たな卸高","730,629","761,847","733,658","770,934","726,372","829,820","1,311,879","951,032","826,613","768,369","1,046,852","824,705"
"5211","商品仕入高","1,018,368","859,604","979,497","1,033,900","1,042,629","1,474,827","309,871","635,586","941,160","1,068,966","531,402","912,993"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","761,847","733,658","770,934","726,372","829,820","1,311,879","951,032","826,613","768,369","1,046,852","824,705","917,867"
,"当期売上原価","987,150","887,793","942,221","1,078,462","939,181","992,768","670,718","760,005","999,404","790,483","753,549","819,831"
,"売上総利益","6,260,338","6,591,974","6,039,118","6,085,608","5,063,533","5,551,666","4,394,398","3,895,139","5,648,228","4,302,622","4,901,894","4,365,177"
"6111","給与手当","1,116,713","1,149,474","960,823","1,178,025","1,145,491","1,059,164","771,075","765,500","738,500","786,500","793,000","779,500"
"6311","雑給","1,137,928","1,171,132","986,016","1,151,496","926,576","914,341","929,842","773,363","784,421","760,323","690,968","640,264"
"6112","旅費交通費","53,558","51,829","52,911","42,031","48,658","25,214","22,704","24,122","26,824","64,011","44,503","41,355"
"6113","広告宣伝費","399,509","424,213","290,467","431,054","301,215","718,095","220,592","121,951","362,325","140,615","292,359","146,210"
"6114","販売促進費","18,087","47,171","60,762","88,770","67,062","81,902","70,343","71,081","76,552","70,417","84,576","63,342"
"6115","荷造発送費","0","4,073","0","4,645","0","0","0","0","2,700","4,500","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","554,241","574,480","565,450","546,939","577,025","564,918","552,462","572,746","482,146","547,999","578,643","544,652"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","160,000","0","0","0","0","0","10,000"
"6312","法定福利費","150,899","155,735","167,045","186,386","186,386","191,990","145,409","149,947","163,819","158,313","158,313","163,516"
"6226","厚生費","16,221","5,000","27,200","153,811","93,690","21,945","3,977","0","0","35,138","12,959","40,210"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","812,354","812,354","2,160,295","484,806","484,806","484,806","484,806","484,806","484,806","484,806","484,806","484,806"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
