"ｺｰﾄﾞ","勘定科目名"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"
"4111","売上高","2,659,883","4,997,529","4,837,545","4,506,231","2,550,314","2,447,167","4,584,019","3,113,226","3,157,953","3,980,818","4,814,790","3,015,070"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","2,659,883","4,997,529","4,837,545","4,506,231","2,550,314","2,447,167","4,584,019","3,113,226","3,157,953","3,980,818","4,814,790","3,015,070"
"5111","期首棚卸高","8,880,660","8,673,322","8,361,437","8,143,248","7,913,024","9,170,913","9,028,664","8,812,952","9,015,585","8,986,603","8,538,534","8,569,665"
"5211","商品仕入高","679,089","1,223,258","1,189,817","1,054,098","1,971,719","809,861","1,580,217","1,034,535","864,363","1,320,355","1,433,151","1,165,328"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","8,673,322","8,361,437","8,143,248","7,916,934","9,170,913","9,028,664","8,812,952","9,015,585","8,986,603","8,538,534","8,569,665","8,168,232"
,"当期売上原価","886,427","1,535,143","1,408,006","1,280,412","713,830","952,110","1,795,929","831,902","893,345","1,768,424","1,402,020","1,566,761"
,"売上総利益","1,773,456","3,462,386","3,429,539","3,225,819","1,836,484","1,495,057","2,788,090","2,281,324","2,264,608","2,212,394","3,412,770","1,448,309"
"6111","給与手当","671,230","651,230","633,230","651,230","631,230","631,230","254,000","234,000","234,000","234,000","239,000","234,000"
"6311","雑給","417,322","672,966","750,849","563,746","410,480","332,164","497,276","412,437","361,607","439,020","463,484","471,182"
"6112","旅費交通費","30,037","36,982","34,927","34,227","29,028","15,563","22,399","17,801","13,582","20,400","19,546","24,418"
"6113","広告宣伝費","199,801","178,231","208,612","241,892","121,860","111,304","141,542","-34,797","121,998","143,358","196,293","74,696"
"6114","販売促進費","43,207","57,260","67,710","72,618","50,788","38,810","87,755","35,658","47,514","41,389","48,945","34,529"
"6115","荷造発送費","2,673","891","600","3,336","600","0","891","0","2,055","1,364","891","0"
"6116","外注費","0","0","69,886","68,802","47,896","0","57,167","72,730","68,945","104,461","116,480","234,734"
"6117","支払手数料","207,965","335,200","396,703","321,009","242,021","191,319","310,207","235,161","213,245","266,695","367,451","221,284"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","55,750","55,750","55,750","55,750","37,166","37,166","-185,834","37,166","37,166","37,166","37,166","37,166"
