"ｺｰﾄﾞ","勘定科目名"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"
"4111","売上高","30,141,987","27,121,875","23,381,576","29,103,869","9,768,291","11,476,247","20,442,934","22,582,712","22,573,904","19,460,292","22,151,866","24,050,486"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","30,141,987","27,121,875","23,381,576","29,103,869","9,768,291","11,476,247","20,442,934","22,582,712","22,573,904","19,460,292","22,151,866","24,050,486"
"5111","期首たな卸高","2,135,569","4,682,367","1,989,637","1,951,917","2,375,604","1,855,570","1,634,563","2,152,603","1,928,431","1,465,626","1,426,878","2,064,114"
"5211","商品仕入高","14,744,925","8,853,028","9,866,152","12,042,460","4,497,790","4,865,256","9,530,975","9,540,210","9,027,917","7,971,459","9,892,039","9,592,443"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","4,682,367","1,989,637","1,951,917","2,375,604","1,855,570","1,634,563","2,152,603","1,928,431","1,465,626","1,426,878","2,064,114","1,434,874"
,"当期売上原価","12,198,127","11,545,758","9,903,872","11,618,773","5,017,824","5,086,263","9,012,935","9,764,382","9,490,722","8,010,207","9,254,803","10,221,683"
,"売上総利益","17,943,860","15,576,117","13,477,704","17,485,096","4,750,467","6,389,984","11,429,999","12,818,330","13,083,182","11,450,085","12,897,063","13,828,803"
"6111","給与手当","1,992,500","1,924,000","1,873,500","1,641,000","1,600,999","1,464,245","1,580,327","1,794,500","1,800,000","1,562,500","1,626,500","1,637,500"
"6311","雑給","3,633,481","3,165,102","3,058,553","3,898,850","2,248,072","2,211,263","2,657,991","2,541,653","2,748,690","2,667,069","2,756,432","2,839,053"
"6112","旅費交通費","85,313","54,556","100,458","78,003","62,280","54,738","69,777","71,593","67,299","81,388","72,031","86,867"
"6113","広告宣伝費","1,855,841","1,681,108","1,395,466","1,668,703","578,592","724,205","1,419,022","1,279,804","1,357,562","1,129,531","1,482,193","1,742,539"
