"ｺｰﾄﾞ","勘定科目名"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"
"4111","売上高","6,885,278","6,264,352","6,421,409","7,389,045","8,676,582","7,362,018","6,058,555","5,140,918","2,539,627","2,352,736","3,700,755","4,025,755"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","6,885,278","6,264,352","6,421,409","7,389,045","8,676,582","7,362,018","6,058,555","5,140,918","2,539,627","2,352,736","3,700,755","4,025,755"
"5111","期首たな卸高","545,971","616,581","319,486","356,868","381,259","405,778","285,803","275,858","251,301","266,257","244,082","219,009"
"5211","商品仕入高","3,138,097","2,386,073","2,537,156","3,014,520","3,364,071","2,759,433","2,404,132","2,071,670","1,036,280","909,920","1,417,140","1,747,905"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","616,581","464,540","356,868","381,259","405,778","285,803","275,858","251,301","266,257","244,082","219,009","421,053"
,"当期売上原価","3,067,487","2,538,114","2,499,774","2,990,129","3,339,552","2,879,408","2,414,077","2,096,227","1,021,324","932,095","1,442,213","1,545,861"
,"売上総利益","3,817,791","3,726,238","3,921,635","4,398,916","5,337,030","4,482,610","3,644,478","3,044,691","1,518,303","1,420,641","2,258,542","2,479,894"
